Record_ID,Material_ID,DOI,Source_File,Support,Support_Type,Amine_1_or_Additive_1,Amine_Type,MW_Mn_g_mol,Organic_Content_pct,N_Content_mmol_g,Amine_2_or_Additive_2,Amine_2_or_Additive_2_Type,Amine_3_or_Additive_3,Amine_3_or_Additive_3_Type,BET_Bare_Surface_Area_m2_g,Bare_Pore_Volume_cm3_g,Average_Bare_Pore_Diameter_nm,BET_Surface_Area_m2_g,Pore_Volume_cm3_g,Average_Pore_Diameter_nm,Relative_Humidity_pct,CO2_Concentration,CO2_Concentration_vol_pct,Flow_Rate,Flow_Rate_mL_min,Interfering_Gases,Adsorption_Temperature_C,CO2_Test_Method,CO2_Capacity,CO2_Capacity_mmol_g,Amine_Efficiency,Amine_Efficiency_mmol_mmol,Heat_of_Adsorption_kJ_mol,Time_to_Half_Saturation,Time_to_90_Saturation,Kinetic_name,Kinetic_label,Kinetic_values,Kinetic_units,Kinetic_percent_saturation,Desorption_Gas,Desorption_Temperature_C,Desorption_Time,Weight_Loss_Stability_pct,Capacity_Loss_Stability_pct,Cycle_1_name,Cycle_1_label,Cycle_1_values,Cycle_1_units,Cycle_1_max_cycle,Cycle_2_name,Cycle_2_label,Cycle_2_values,Cycle_2_units,Cycle_2_max_cycle,Model_Name,Prompt_Name
MCF2-H_D_7.60%_MCF2-H_7.60%DAEAPTS__T75_TGA_0.15bar,MCF2-H_D_7.60%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,7.6,1.7674418604651163,0,,0,,3.21,3.21,45.5,0.93,0.93,40.3,0.0,0.15 bar,15.0,400 mL/min,400.0,,75.0,TGA,1.54 mmol/g,1.54,,,,0.5310344827586208,0.9558620689655172,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [1, 1.45], [2, 1.5], [5, 1.52], [10, 1.53], [20, 1.54], [30, 1.54], [40, 1.54], [50, 1.54], [60, 1.54]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF2-H_D_7.60%_MCF2-H_7.60%DAEAPTS__T25_TGA_500ppm,MCF2-H_D_7.60%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,7.6,1.7674418604651163,0,,0,,3.21,3.21,45.5,0.93,0.93,40.3,0.0,500 ppm,0.05,400 mL/min,400.0,,25.0,TGA,1.20 mmol/g,1.2,,,,24.0,99.99999999999996,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [20, 0.55], [40, 0.8], [60, 0.95], [100, 1.08], [150, 1.14], [200, 1.17], [300, 1.19], [400, 1.2], [500, 1.2]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF2-E_D_7.79%_MCF2-E_7.79%DAEAPTS__T25_TGA_0.15bar,MCF2-E_D_7.79%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,7.79,1.8116279069767443,0,,0,,2.66,2.66,45.900000000000006,0.6000000000000001,0.6000000000000001,41.8,0.0,0.15 bar,15.0,400 mL/min,400.0,,25.0,TGA,2.10 mmol/g,2.1,0.27 mmol/mmol,0.27,,1.647619047619047,9.361111111111107,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 1.05], [5, 1.4], [10, 1.58], [15, 1.65], [20, 1.68], [30, 1.7], [40, 1.71], [50, 1.72], [60, 1.73]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF2-E_D_7.79%_MCF2-E_7.79%DAEAPTS__T50_TGA_0.15bar,MCF2-E_D_7.79%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,7.79,1.8116279069767443,0,,0,,2.66,2.66,45.900000000000006,0.6000000000000001,0.6000000000000001,41.8,0.0,0.15 bar,15.0,400 mL/min,400.0,,50.0,TGA,1.80 mmol/g,1.8,,,,1.5,17.0,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 1.2], [5, 1.45], [10, 1.55], [15, 1.6], [20, 1.65], [30, 1.7], [40, 1.75], [50, 1.78], [60, 1.8]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF2-E_D_7.79%_MCF2-E_7.79%DAEAPTS__T75_TGA_0.15bar,MCF2-E_D_7.79%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,7.79,1.8116279069767443,0,,0,,2.66,2.66,45.900000000000006,0.6000000000000001,0.6000000000000001,41.8,0.0,0.15 bar,15.0,400 mL/min,400.0,,75.0,TGA,1.60 mmol/g,1.6,,,,1.4545454545454546,14.00000000000002,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 1.1], [5, 1.3], [10, 1.4], [15, 1.45], [20, 1.5], [30, 1.55], [40, 1.58], [50, 1.6], [60, 1.6]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF3-H_D_8.04%_MCF3-H_8.04%DAEAPTS__T25_TGA_0.15bar,MCF3-H_D_8.04%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,8.04,1.869767441860465,0,,0,,3.21,3.21,54.7,0.7,0.7,46.400000000000006,0.0,0.15 bar,15.0,400 mL/min,400.0,,25.0,TGA,2.14 mmol/g,2.14,0.27 mmol/mmol,0.27,67.1,1.523076923076923,9.399999999999997,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 1.3], [5, 1.65], [10, 1.8], [15, 1.88], [20, 1.92], [30, 1.95], [40, 1.96], [50, 1.97], [60, 1.98]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,Cyclic CO2 profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[1, 2.0], [5, 2.0], [10, 2.0], [15, 2.0], [20, 2.0], [25, 2.0], [30, 2.0], [35, 2.0], [40, 2.0], [45, 2.0], [50, 2.0]]",mmol/g,50.0,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF3-H_D_8.04%_MCF3-H_8.04%DAEAPTS__T50_TGA_0.15bar,MCF3-H_D_8.04%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,8.04,1.869767441860465,0,,0,,3.21,3.21,54.7,0.7,0.7,46.400000000000006,0.0,0.15 bar,15.0,400 mL/min,400.0,,50.0,TGA,1.85 mmol/g,1.85,,,,1.5416666666666667,11.500000000000025,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 1.2], [5, 1.5], [10, 1.65], [15, 1.7], [20, 1.75], [30, 1.8], [40, 1.82], [50, 1.84], [60, 1.85]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF3-H_D_8.04%_MCF3-H_8.04%DAEAPTS__T75_TGA_0.15bar,MCF3-H_D_8.04%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,8.04,1.869767441860465,0,,0,,3.21,3.21,54.7,0.7,0.7,46.400000000000006,0.0,0.15 bar,15.0,400 mL/min,400.0,,75.0,TGA,1.50 mmol/g,1.5,,,,1.5,15.0,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 1.0], [5, 1.2], [10, 1.3], [15, 1.35], [20, 1.4], [30, 1.45], [40, 1.48], [50, 1.5], [60, 1.5]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF3-H_D_8.04%_MCF3-H_8.04%DAEAPTS__T25_TGA_500ppm,MCF3-H_D_8.04%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,8.04,1.869767441860465,0,,0,,3.21,3.21,54.7,0.7,0.7,46.400000000000006,0.0,500 ppm,0.05,400 mL/min,400.0,,25.0,TGA,1.34 mmol/g,1.34,,,,19.142857142857142,94.40000000000002,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [20, 0.7], [40, 0.98], [60, 1.12], [100, 1.22], [150, 1.28], [200, 1.3], [300, 1.32], [400, 1.33], [500, 1.34]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF3-E_D_7.48%_MCF3-E_7.48%DAEAPTS__T25_TGA_0.15bar,MCF3-E_D_7.48%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,7.48,1.7395348837209303,0,,0,,3.17,3.17,58.4,0.96,0.96,50.6,0.0,0.15 bar,15.0,400 mL/min,400.0,,25.0,TGA,2.00 mmol/g,2.0,0.27 mmol/mmol,0.27,,1.591304347826087,9.08333333333334,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 1.15], [5, 1.5], [10, 1.68], [15, 1.75], [20, 1.78], [30, 1.8], [40, 1.81], [50, 1.82], [60, 1.83]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF3-E_D_7.48%_MCF3-E_7.48%DAEAPTS__T50_TGA_0.15bar,MCF3-E_D_7.48%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,7.48,1.7395348837209303,0,,0,,3.17,3.17,58.4,0.96,0.96,50.6,0.0,0.15 bar,15.0,400 mL/min,400.0,,50.0,TGA,1.70 mmol/g,1.7,,,,1.7,17.999999999999996,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 1.0], [5, 1.3], [10, 1.45], [15, 1.5], [20, 1.55], [30, 1.6], [40, 1.65], [50, 1.68], [60, 1.7]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
MCF3-E_D_7.48%_MCF3-E_7.48%DAEAPTS__T75_TGA_0.15bar,MCF3-E_D_7.48%,10.1016/j.micromeso.2022.112370,014.pdf-id_comprehensive_extraction.json,MCF,Porous Silica Materials,DAEAPTS,Amine-Functional Silane Coupling Agents,,7.48,1.7395348837209303,0,,0,,3.17,3.17,58.4,0.96,0.96,50.6,0.0,0.15 bar,15.0,400 mL/min,400.0,,75.0,TGA,1.30 mmol/g,1.3,,,,1.4444444444444444,8.500000000000004,TG Curve/ CO2 adsorption profile,CO₂ uptake (mmol-CO₂/g-sorbent),"[[0, 0.0], [2, 0.9], [5, 1.1], [10, 1.2], [15, 1.25], [20, 1.28], [30, 1.3], [40, 1.3], [50, 1.3], [60, 1.3]]","min, mmol/g","['-', '-']",N2,110.0,10.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TETA_50%_SBA-15_50%TETA__T75_TGA_15%CO2_50mLmin,SBA-15_TETA_50%,10.1016/j.micromeso.2016.03.006,015.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TETA,Small-Molecule Polyamines,146.23,50.0,11.627906976744187,0,,0,,65.0,0.2,8.1,11.0,0.1,36.36363636363637,0.0,15%,15.0,50 mL/min,50.0,,75.0,TGA,4.09 mmol/g,4.09,0.35 mol/mol,0.35,,,,,,,,,N2,75.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_50%_SBA-15_50%TEPA__T75_TGA_15%CO2_50mLmin,SBA-15_TEPA_50%,10.1016/j.micromeso.2016.03.006,015.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,65.0,0.2,8.1,12.0,0.1,33.333333333333336,0.0,15%,15.0,50 mL/min,50.0,,75.0,TGA,3.27 mmol/g,3.27,0.30 mol/mol,0.3,,,,,,,,,N2,75.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEHA_50%_SBA-15_50%PEHA__T75_TGA_15%CO2_50mLmin,SBA-15_PEHA_50%,10.1016/j.micromeso.2016.03.006,015.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEHA,Small-Molecule Polyamines,232.37,50.0,11.627906976744187,0,,0,,65.0,0.2,8.1,16.0,0.1,25.0,0.0,15%,15.0,50 mL/min,50.0,,75.0,TGA,3.11 mmol/g,3.11,0.29 mol/mol,0.29,,,,,,,,,N2,75.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TETA_80%_SBA-15_80%TETA__T75_TGA_15%CO2_50mLmin,SBA-15_TETA_80%,10.1016/j.micromeso.2016.03.006,015.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TETA,Small-Molecule Polyamines,146.23,80.0,18.6046511627907,0,,0,,65.0,0.2,8.1,,,,0.0,15%,15.0,50 mL/min,50.0,,75.0,TGA,5.84 mmol/g,5.84,0.32 mol/mol,0.32,,,,,,,,,N2,75.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_TEPA_80%_SBA-15_80%TEPA__T75_TGA_15%CO2_50mLmin,SBA-15_TEPA_80%,10.1016/j.micromeso.2016.03.006,015.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,80.0,18.6046511627907,0,,0,,65.0,0.2,8.1,,,,0.0,15%,15.0,50 mL/min,50.0,,75.0,TGA,5.18 mmol/g,5.18,0.27 mol/mol,0.27,,,,,,,,,N2,75.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
SBA-15_PEHA_80%_SBA-15_80%PEHA__T75_TGA_15%CO2_50mLmin,SBA-15_PEHA_80%,10.1016/j.micromeso.2016.03.006,015.pdf-id_comprehensive_extraction.json,SBA-15,Porous Silica Materials,PEHA,Small-Molecule Polyamines,232.37,80.0,18.6046511627907,0,,0,,65.0,0.2,8.1,,,,0.0,15%,15.0,50 mL/min,50.0,,75.0,TGA,4.50 mmol/g,4.5,0.24 mol/mol,0.24,,,,,,,,,N2,75.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
M5N-50_TEPA_50%_M5N-50_50%TEPA__T75_TGA_15%CO2_50mLmin,M5N-50_TEPA_50%,10.1016/j.micromeso.2016.03.006,015.pdf-id_comprehensive_extraction.json,M5N-50,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,15%,15.0,50 mL/min,50.0,,75.0,TGA,4.43 mmol/g,4.43,0.47 mol/mol,0.47,,,,,,,,,N2,75.0,2.0,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T303_BTC_10vol%CO2_dry,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,10 vol%,10.0,100 cm³/min,100.0,,30.0,BTC,2.10 mmol/g,2.1,,,,11.925,15.216666666666663,Fixed-Bed Breakthrough Testing,C/C₀,"[[0, 0.0], [2, 0.0], [4, 0.0], [6, 0.0], [8, 0.0], [10, 0.1], [12, 0.5], [14, 0.8], [16, 0.92], [18, 0.97]]","min, dimensionless","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T313_BTC_10vol%CO2_dry,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,10 vol%,10.0,100 cm³/min,100.0,,40.0,BTC,2.29 mmol/g,2.29,,,,12.457142857142856,15.52,Fixed-Bed Breakthrough Testing,C/C₀,"[[0, 0.0], [2, 0.0], [4, 0.0], [6, 0.0], [8, 0.0], [10, 0.05], [12, 0.4], [14, 0.75], [16, 0.9], [18, 0.96]]","min, dimensionless","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T323_BTC_10vol%CO2_dry,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,10 vol%,10.0,100 cm³/min,100.0,,50.0,BTC,2.58 mmol/g,2.58,,,,12.971428571428572,15.96,Fixed-Bed Breakthrough Testing,C/C₀,"[[0, 0.0], [2, 0.0], [4, 0.0], [6, 0.0], [8, 0.0], [10, 0.02], [12, 0.3], [14, 0.65], [16, 0.85], [18, 0.94]]","min, dimensionless","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_dry,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,10 vol%,10.0,100 cm³/min,100.0,,60.0,BTC,2.85 mmol/g,2.85,,,,13.485714285714286,16.46666666666667,Fixed-Bed Breakthrough Testing,C/C₀,"[[0, 0.0], [2, 0.0], [4, 0.0], [6, 0.0], [8, 0.0], [10, 0.01], [12, 0.2], [14, 0.55], [16, 0.8], [18, 0.92]]","min, dimensionless","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T353_BTC_10vol%CO2_dry,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,10 vol%,10.0,100 cm³/min,100.0,,80.0,BTC,2.71 mmol/g,2.71,,,,14.266666666666666,17.022222222222222,Fixed-Bed Breakthrough Testing,C/C₀,"[[0, 0.0], [2, 0.0], [4, 0.0], [6, 0.0], [8, 0.0], [10, 0.0], [12, 0.1], [14, 0.4], [16, 0.7], [18, 0.88]]","min, dimensionless","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH12%,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,12.0,10 vol%,10.0,100 cm³/min,100.0,,60.0,BTC,2.92 mmol/g,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH37%,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,37.0,10 vol%,10.0,100 cm³/min,100.0,,60.0,BTC,3.20 mmol/g,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH100%_NO0ppm,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,100.0,10 vol%,10.0,100 cm³/min,100.0,NO,60.0,BTC,3.15 mmol/g,3.15,,,,,,Fixed-Bed Breakthrough Testing,qₐ (mmol g⁻¹),"[[0, 3.15], [50, 3.15], [100, 3.15], [150, 3.15], [200, 3.15], [250, 3.15], [300, 3.15], [350, 3.15], [400, 3.15]]","ppm, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH100%_NO400ppm,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,100.0,10 vol%,10.0,100 cm³/min,100.0,NO,60.0,BTC,3.20 mmol/g,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_dry_SO20ppm,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,10 vol%,10.0,100 cm³/min,100.0,SO2,60.0,BTC,2.85 mmol/g,2.85,,,,,,Fixed-Bed Breakthrough Testing,qₐ (mmol g⁻¹),"[[0, 3.05], [50, 3.05], [100, 3.05], [150, 3.05], [200, 3.05], [250, 3.05], [300, 3.05], [350, 2.95], [400, 2.65]]","ppm, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_dry_SO2300ppm,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,10 vol%,10.0,100 cm³/min,100.0,SO2,60.0,BTC,2.79 mmol/g,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_dry_SO2400ppm,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,10 vol%,10.0,100 cm³/min,100.0,SO2,60.0,BTC,2.18 mmol/g,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH100%_SO20ppm,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,100.0,10 vol%,10.0,100 cm³/min,100.0,SO2,60.0,BTC,3.20 mmol/g,3.2,,,,,,Fixed-Bed Breakthrough Testing,qₐ (mmol g⁻¹),"[[0, 2.75], [50, 2.75], [100, 2.75], [150, 2.75], [200, 2.75], [250, 2.75], [300, 2.75], [350, 2.55], [400, 2.2]]","ppm, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH100%_SO2300ppm,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,100.0,10 vol%,10.0,100 cm³/min,100.0,SO2,60.0,BTC,3.10 mmol/g,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH100%_SO2400ppm,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,100.0,10 vol%,10.0,100 cm³/min,100.0,SO2,60.0,BTC,2.41 mmol/g,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH100%_Cycle1,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,100.0,10 vol%,10.0,100 cm³/min,100.0,"SO2, NO",60.0,BTC,3.25 mmol/g,3.25,,,,,,,,,,,N2,120.0,15.0,,,Cyclic CO2 profile,qₐ (mmol g⁻¹),"[[1, 3.25], [2, 3.22], [3, 3.2], [4, 3.18], [5, 3.17], [6, 3.16], [7, 3.15], [8, 3.14], [9, 3.13], [10, 3.12]]",mmol/g,10.0,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_10vol%CO2_RH100%_Cycle10,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,100.0,10 vol%,10.0,100 cm³/min,100.0,"SO2, NO",60.0,BTC,3.12 mmol/g,3.12,,,,,,,,,,,N2,120.0,15.0,,1.5,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
KIT-6_TEPA_50%_KIT-6_50%TEPA__T333_BTC_isotherm_293K,KIT-6_TEPA_50%,10.1021/ie200456x,016.pdf-id_comprehensive_extraction.json,KIT-6,Porous Silica Materials,TEPA,Small-Molecule Polyamines,189.3,50.0,11.627906976744187,0,,0,,,,,,,,0.0,variable vol%,,100 cm³/min,100.0,,20.0,BTC,,,,,,9.166666666666668,30.0,TG Curve/ CO2 adsorption profile,q (mmol g⁻¹),"[[0.0, 1.5], [5.0, 2.0], [10.0, 2.3], [15.0, 2.5], [20.0, 2.65], [25.0, 2.75], [30.0, 2.85], [35.0, 2.9], [40.0, 2.95], [45.0, 3.0]]","vol%, mmol/g","['-', '-']",,,,,,,,,,,,,,,,qwen3-max,DAC_prompt_SCaSE
